gaf	62679
foto	62534
word	62511
zodat	62255
dochter	61982
problemen	61468
plek	60863
water	60841
kent	60829
week	60761
beginnen	60700
praat	60565
eerder	60548
lk	60362
mis	60292
handen	60071
deur	59630
baby	59278
bellen	59053
boven	59016
groot	58985
echte	58959
hoeft	58632
ie	58600
doden	58363
stoppen	58247
moeilijk	58228
dr	57649
sinds	57267
land	57099
spelen	57039
zoveel	56681
hetzelfde	56072
mevrouw	55850
snap	55686
breng	55649
pakken	55220
druk	55117
verhaal	55047
lekker	55015
vrouwen	54920
schat	54898
vergeten	54741
gebeuren	54607
ervan	54520
kreeg	54466
waarschijnlijk	54358
hoi	54330
mogelijk	53888
mooie	53773
bloed	53765
wees	53317
nacht	53267
nieuws	53254
bed	53226
liet	53125
lopen	52842
gelukkig	52806
waarheid	52805
reden	52589
papa	52556
hoorde	52304
klinkt	52079
maanden	52069
vermoorden	52031
zorg	51990
dollar	51705
bezig	51568
voorbij	51461
terwijl	51386
sta	51380
zaken	51286
avond	51218
tien	51105
schuld	51056
veilig	50903
redden	50611
hart	50609
zult	50560
duidelijk	50325
stel	50175
the	50102
schiet	50037
eraan	50016
zes	49982
begin	49685
gekomen	49497
vol	49460
vriendin	49358
rond	49059
voelt	49014
baas	48971
moord	48872
ander	48843
klein	48749
fijn	48589
jaren	48578
mam	48070
lichaam	47882
eerlijk	47810
gezicht	47803
ver	47792
wakker	47750
ouders	47675
zoiets	47574
leren	47431
telefoon	47429
los	47185
per	46924
mama	46820
nummer	46581
fout	46511
mogen	46347
meteen	46199
slapen	46123
zeer	46111
dezelfde	45938
liefde	45767
alstublieft	45696
deel	45662
liggen	45510
erop	45415
vaak	45386
vallen	45284
belangrijk	44823
sterven	44628
oud	44604
neer	44595
buurt	44533
langs	44529
houd	44363
rest	44302
stond	44174
sir	44022
begrepen	43973
drinken	43854
team	43410
vertelde	43281
beneden	43261
vergeet	43213
vooruit	43171
mrs	43163
hoort	43123
baan	42966
dicht	42908
inderdaad	42901
geval	42854
zetten	42520
oorlog	42460
mezelf	42111
tijdens	42029
john	41998
maakte	41931
kennen	41881
gebruikt	41872
oke	41404
geluk	41207
hey	41125
hield	41017
wapen	40809
kop	40757
vertrouwen	40719
rust	40686
mond	40549
weken	40353
elk	40102
betalen	40089
anderen	40002
neemt	39919
recht	39851
nam	39811
jack	39704
kantoor	39590
gegeven	39508
ermee	39489
overal	39489
eén	39356
daarna	39346
tweede	39232
onderzoek	39172
welkom	39139
hard	39129
liever	39078
bewijs	39005
vanaf	38990
aardig	38750
klootzak	38177
stuk	38103
woord	38045
veranderen	37709
zin	37661
straks	37601
vent	37493
zus	37423
haat	37392
vandaan	37082
miss	36969
lieverd	36929
zichzelf	36924
nieuw	36821
ontmoeten	36709
werden	36285
allebei	36178
minder	36169
pap	36114
nergens	36087
kwaad	36067
sam	36052
erin	35890
ervoor	35890
kerel	35849
gisteren	35814
ontmoet	35797
miljoen	35595
ok	35551
film	35549
verloren	35488
probeerde	35403
gebeld	35366
new	35306
antwoord	35114
noemen	35032
informatie	35029
boek	34984
stil	34963
kapitein	34916
kwijt	34810
enkel	34753
valt	34444
boos	34129
licht	34092
geworden	34091
pa	33925
persoon	33880
konden	33856
beschermen	33812
slechte	33703
ziekenhuis	33702
gevoel	33679
gegaan	33648
voorzichtig	33604
hond	33539
rijden	33466
eindelijk	33462
gesproken	33443
meisjes	33404
aarde	33284
ten	33260
normaal	33143
grappig	33102
heren	33056
voelen	32995
moordenaar	32729
mens	32726
president	32722
nogal	32680
gevangenis	32654
loopt	32569
degene	32540
prachtig	32438
hoezo	32290
kopen	32204
vechten	32202
punt	32143
vreemd	32143
trouwen	32114
contact	32053
verkeerd	31969
meen	31855
koffie	31743
verwacht	31741
schip	31735
ziek	31676
plezier	31661
einde	31594
stap	31546
advocaat	31388
begint	31297
begon	31286
enkele	31261
erbij	31234
gang	31196
gebeurde	30939
heer	30666
herinner	30618
jezus	30577
opnieuw	30568
serieus	30560
zomaar	30497
pardon	30422
gevraagd	30308
controle	30282
getrouwd	30245
daarmee	30143
spel	30090
bedoelt	29995
perfect	29932
stellen	29907
juiste	29726
koning	29682
beloof	29548
grond	29492
waard	29489
winnen	29462
nadat	29411
gebruik	29291
naartoe	29240
begrijpen	29159
veranderd	29159
acht	29149
he	29064
gingen	28953
kwamen	28894
leeft	28744
leg	28657
gekregen	28643
langer	28616
verliezen	28356
vroeger	28297
lucht	28282
wapens	28261
verlaten	28236
probeert	28172
dames	28158
seks	28136
schieten	28119
toekomst	28024
behalve	27924
slim	27858
meest	27783
stuur	27775
leger	27774
woorden	27714
zeven	27709
brengt	27669
charlie	27520
half	27475
hierheen	27465
trots	27431
spullen	27325
geheim	27264
helpt	27196
vraagt	27185
michael	27155
weinig	27127
ongeveer	27108
schatje	27101
sommige	27051
makkelijk	27038
kracht	27027
gedood	26998
gestolen	26896
tenminste	26872
lange	26823
ongeluk	26806
frank	26751
zodra	26748
werkte	26726
wilden	26688
eet	26681
slechts	26636
lief	26598
nietwaar	26568
relatie	26541
trek	26517
afgelopen	26507
val	26492
volgen	26484
ter	26465
voelde	26418
bekend	26262
bewijzen	26238
hoef	26178
via	26128
oom	26120
loop	26088
belde	26056
lijken	26002
sturen	25914
men	25862
slachtoffer	25831
george	25817
genomen	25781
maand	25724
onzin	25712
meid	25704
york	25702
erger	25643
idioot	25618
ziens	25565
dienst	25549
erover	25512
feest	25473
leek	25459
vreselijk	25443
eentje	25438
gevaar	25434
wonen	25430
grootste	25416
succes	25376
vertrekken	25316
jawel	25293
muziek	25279
mocht	25228
raar	25187
slaap	25122
joe	25012
absoluut	25005
vorige	24965
ruimte	24883
ieder	24813
schuldig	24785
goeie	24705
begonnen	24702
luisteren	24691
sterk	24629
omhoog	24612
totdat	24590
afspraak	24583
lezen	24558
zwarte	24450
vanwege	24440
hemel	24434
tenzij	24428
gisteravond	24391
begrijpt	24387
ene	24382
lag	24379
naast	24354
vooral	24316
fantastisch	24165
gered	24151
viel	24135
trouwens	24067
uh	24032
bank	24010
pistool	23829
noem	23793
bedrijf	23761
blijkbaar	23733
camera	23733
woont	23616
verkopen	23615
beide	23607
zolang	23575
straat	23574
mike	23499
geest	23452
david	23433
vuur	23431
peter	23387
verkeerde	23365
moesten	23361
lieve	23232
tom	23183
geprobeerd	23179
meeste	23124
kijkt	23103
stierf	23078
hotel	23068
droom	23033
verliefd	23031
jammer	22986
gedacht	22958
let	22920
rug	22868
vertaling	22864
slaan	22794
gaten	22778
doel	22767
meter	22759
drugs	22662
gevaarlijk	22605
geweldige	22586
lijst	22538
fbi	22496
namen	22388
deden	22333
jonge	22292
schelen	22216
goedemorgen	22194
dragen	22192
iedere	22153
excuseer	22128
stom	22050
jong	22033
zover	22024
betaald	22016
kende	22014
kleren	22000
gesprek	21984
lukt	21907
welk	21896
vertelt	21874
prijs	21873
voorstellen	21813
huwelijk	21792
tv	21786
missen	21780
schrijven	21779
groep	21771
herinneren	21686
regels	21643
vonden	21627
vliegtuig	21528
onderweg	21488
delen	21458
geleerd	21454
stomme	21449
bestaat	21440
james	21372
vertrouw	21304
daarvoor	21299
shit	21265
trekken	21250
zak	21196
vanuit	21145
gebracht	21082
stem	21071
gezin	21054
keuze	21031
raken	20992
direct	20978
verdomde	20968
boot	20881
dom	20836
verleden	20816
gemist	20795
duurt	20779
gedachten	20753
situatie	20724
moe	20708
deal	20676
tafel	20665
band	20647
generaal	20643
reis	20543
partner	20489
leuke	20471
raad	20447
honger	20396
geraakt	20380
gebouw	20377
zwaar	20373
gast	20321
gestuurd	20318
geboren	20279
bracht	20258
rechter	20254
agenten	20224
bureau	20171
macht	20161
spreek	20141
derde	20049
regel	20038
kolonel	20037
ruzie	20000
oma	19994
speelt	19940
zeiden	19940
dronken	19923
vliegen	19919
luitenant	19867
gelooft	19852
arme	19847
seconden	19706
liep	19687
tuurlijk	19655
red	19650
gefeliciteerd	19648
koud	19550
regelen	19534
henry	19483
bericht	19459
vlucht	19448
moeite	19407
hel	19393
dame	19338
oog	19310
ma	19260
dansen	19257
teken	19243
onmogelijk	19187
gewerkt	19162
helaas	19153
grapje	19144
arm	19131
show	19128
lachen	19108
leggen	19103
sleutel	19101
wet	19085
liefje	19057
keek	18999
paul	18976
alex	18957
aantal	18885
zoekt	18871
extra	18844
zweer	18768
leiden	18742
harry	18661
mary	18661
lijk	18620
kapot	18568
bleef	18565
sneller	18565
gebroken	18564
uiteindelijk	18521
verdwenen	18521
kaart	18486
kerk	18459
mijne	18450
dode	18405
brand	18385
i	18361
max	18349
betrokken	18328
wegwezen	18295
plannen	18287
volg	18284
lastig	18277
tijdje	18214
negen	18197
gebied	18164
beiden	18129
eind	18074
operatie	18071
diep	17969
persoonlijk	17943
liegen	17889
zwanger	17883
club	17847
respect	17819
steek	17808
waarvoor	17778
missie	17760
cool	17753
danny	17738
amerika	17722
zon	17668
kost	17636
paard	17627
waarop	17623
maat	17621
brief	17618
raak	17612
rijk	17591
rij	17584
risico	17565
meestal	17535
witte	17533
getuige	17509
kwalijk	17489
rechercheur	17469
schoenen	17421
bar	17399
hoeven	17374
midden	17368
hopelijk	17355
lijn	17340
eer	17305
gezet	17280
zuster	17246
bal	17239
a	17228
sprak	17212
aanval	17167
aandacht	17149
kiezen	17131
komaan	17097
rode	17094
meiden	17058
amerikaanse	17056
adres	17033
zee	16907
feestje	16819
hoog	16819
gekocht	16803
bevel	16801
wedstrijd	16767
sluiten	16744
daarvan	16741
jimmy	16731
volledig	16715
rot	16702
les	16664
ziel	16654
interessant	16639
slag	16622
sluit	16618
zelfmoord	16582
computer	16550
planeet	16523
bereiken	16480
verdachte	16476
sarah	16448
gelezen	16431
uitleggen	16430
beloofd	16424
laatst	16400
winkel	16383
zul	16379
wagen	16371
angst	16369
muur	16362
leeg	16337
bezoek	16270
stelen	16259
gewonnen	16252
positie	16214
wisten	16195
sheriff	16193
bekijken	16156
helft	16125
r	16120
warm	16098
keus	16097
vanmorgen	16088
park	16023
zulke	16011
nick	16010
heerlijk	15989
gevallen	15985
zaten	15964
rennen	15963
gewond	15952
sergeant	15937
volk	15922
dieren	15907
kort	15887
spreekt	15883
ah	15873
allen	15862
tony	15856
verdient	15853
onderzoeken	15818
haast	15808
dromen	15803
systeem	15770
meester	15752
kont	15749
enig	15739
ontdekt	15715
verkocht	15679
tante	15660
bewegen	15634
geschreven	15634
groter	15614
neus	15594
ach	15582
broek	15572
verklaring	15572
verdienen	15568
speel	15562
hangt	15553
vijand	15527
gelukt	15492
verschillende	15473
speciale	15450
verrassing	15444
vreemde	15409
sla	15404
geschiedenis	15380
erachter	15369
lul	15357
bezorgd	15331
hoogte	15286
vrede	15234
meegenomen	15188
zagen	15186
liegt	15176
bus	15160
belachelijk	15128
betere	15123
raam	15119
wijn	15098
mes	15056
ontslagen	15049
geheime	15037
gehouden	14987
weggaan	14979
weekend	14956
eh	14953
excuses	14937
getuigen	14905
jim	14881
bom	14877
inspecteur	14873
gehaald	14872
spoor	14858
held	14812
benen	14797
dachten	14794
waarvan	14794
tas	14788
thee	14778
jane	14761
ray	14761
overleven	14760
belt	14759
meenemen	14753
nek	14751
gevecht	14693
bestaan	14684
ongelooflijk	14676
slachtoffers	14648
drink	14646
ring	14638
donker	14610
links	14607
dichtbij	14596
bereid	14586
feit	14575
vriendje	14536
professor	14494
verschil	14491
collega	14472
spul	14466
boeken	14448
slaat	14441
will	14435
alweer	14429
rekening	14415
gooi	14409
beslissing	14390
verlies	14383
been	14381
verjaardag	14381
lift	14378
tommy	14365
bob	14361
koningin	14348
teveel	14324
levend	14323
waarmee	14306
raakt	14286
draagt	14273
verandert	14261
trein	14257
da	14253
monster	14236
raakte	14221
sporen	14210
opa	14207
zingen	14205
voeten	14166
lot	14162
richting	14146
knap	14125
duren	14101
speciaal	14099
gebruikte	14085
gestopt	14073
hoge	14054
gesloten	14050
bedoelde	14049
boord	14049
gepakt	13989
you	13969
draai	13933
vannacht	13933
ijs	13920
enorme	13907
reed	13906
beurt	13888
koop	13888
appartement	13873
cel	13855
d	13848
begraven	13845
indruk	13830
vlees	13793
strijd	13791
ochtend	13782
keuken	13747
energie	13730
vernietigen	13722
geregeld	13715
plaatsen	13690
gevoelens	13687
last	13683
la	13673
bedanken	13665
ophouden	13661
hangen	13656
kennis	13650
bill	13647
patiënt	13606
zware	13585
basis	13578
kat	13563
glas	13552
sloeg	13539
dankzij	13538
dader	13536
gasten	13512
zwart	13488
betaal	13481
adem	13475
richard	13464
boodschap	13388
grap	13386
bos	13383
geholpen	13348
godsnaam	13339
prachtige	13330
neergeschoten	13318
werkelijk	13314
gestorven	13296
huilen	13282
commandant	13272
billy	13266
soldaten	13263
jake	13262
jurk	13232
gevangen	13230
veiligheid	13208
hoek	13198
hiermee	13178
afstand	13177
kilometer	13172
regering	13170
stoel	13168
onschuldig	13160
kogel	13153
londen	13146
vlak	13140
stuurde	13135
fijne	13134
waarin	13129
voet	13126
haalt	13125
ontsnappen	13114
gooien	13109
rechts	13107
ineens	13102
ouwe	13089
test	13088
toestemming	13076
wraak	13075
breken	13067
rol	13061
opschieten	13050
kalm	13022
goud	13016
verantwoordelijk	13015
enorm	13010
bespreken	13009
noemt	13008
verdorie	13008
ervaring	13006
soldaat	13004
gepraat	13003
steve	12989
mark	12977
totaal	12959
and	12942
gratis	12925
overleden	12921
moorden	12902
eiland	12837
beeld	12826
passen	12822
leeftijd	12821
noemde	12821
doorgaan	12795
tekenen	12795
boom	12793
uitzoeken	12781
dak	12758
besloten	12753
lunch	12721
ryan	12707
vele	12704
schoon	12698
controleren	12694
gearresteerd	12690
schoot	12687
eraf	12684
achteruit	12672
johnny	12668
belangrijke	12666
lees	12665
perfecte	12664
dorp	12652
eikel	12648
bobby	12640
dossier	12624
past	12613
code	12609
vieren	12607
geluid	12596
homo	12552
verschrikkelijk	12547
stelt	12546
slaapt	12545
bier	12522
dna	12521
hoelang	12478
eenmaal	12477
simpel	12470
zocht	12466
blauwe	12465
stukje	12436
vermist	12435
zorgt	12429
gat	12410
ouder	12410
kate	12405
schrijf	12400
schreef	12398
geslagen	12397
wens	12397
parijs	12394
toevallig	12377
leiding	12359
edelachtbare	12356
bouwen	12347
geweten	12329
heilige	12320
restaurant	12303
sterft	12296
toegang	12292
verbergen	12280
draait	12278
leidt	12262
armen	12255
luke	12254
taak	12244
ware	12221
lab	12191
misdaad	12189
nadenken	12173
vakantie	12172
behoorlijk	12165
sleutels	12150
video	12131
levens	12121
geniet	12104
draaien	12088
vertrek	12082
betreft	12051
eric	12044
slot	12032
ms	12018
verpest	12014
proces	12012
opdracht	12009
programma	12007
klote	11994
leider	11986
actie	11974
waardoor	11962
antwoorden	11961
gezeten	11950
bruiloft	11933
vorm	11902
woon	11896
directeur	11881
cliënt	11811
advies	11797
goedenavond	11797
hoewel	11793
eddie	11790
chris	11763
uren	11757
welterusten	11756
tijden	11749
volwassen	11743
vuile	11739
majoor	11718
radio	11705
aangenaam	11704
drankje	11688
maan	11687
kregen	11668
gemakkelijk	11666
vergeef	11664
klas	11655
krant	11649
kosten	11641
langzaam	11641
martin	11630
procent	11617
mist	11610
pad	11602
vrijheid	11593
verdwijnen	11590
gelogen	11578
beweging	11561
twijfel	11555
neef	11541
gemeen	11511
fles	11498
dol	11497
draag	11491
vis	11485
waarover	11484
rood	11477
hersenen	11459
der	11458
verloor	11449
taxi	11440
voorkomen	11440
medicijnen	11433
okay	11414
binnenkort	11407
doos	11406
terecht	11403
mening	11395
geweer	11387
bezit	11370
top	11364
wonder	11343
vergeven	11321
stopt	11309
hopen	11276
thomas	11269
ophalen	11268
wind	11267
oplossen	11265
jaloers	11264
kevin	11259
rachel	11259
onmiddellijk	11237
gedrag	11226
charles	11225
stemmen	11212
ontbijt	11199
lol	11182
walter	11179
honden	11163
ontvangen	11162
verhalen	11157
rivier	11155
twaalf	11155
voedsel	11152
gauw	11151
volgt	11145
vaker	11139
adam	11133
keren	11126
klanten	11115
chef	11114
brian	11108
minuut	11108
wint	11108
anna	11096
detective	11095
verraden	11091
don	11075
geweld	11059
akkoord	11046
tonen	11039
genoemd	11032
gewone	11032
papieren	11022
verband	11011
hoopte	11005
rare	11003
brug	10998
jas	10995
bloemen	10994
daniel	10992
trap	10991
mijnheer	10988
aanvallen	10983
leer	10974
opnemen	10973
street	10973
robert	10971
schade	10968
blijkt	10943
bijzonder	10924
huid	10908
krachten	10899
zakken	10887
openen	10886
arts	10860
hoer	10847
gestoord	10843
scott	10828
echtgenoot	10810
gegeten	10810
bedoeling	10797
durf	10793
trouw	10787
bedenken	10786
ergste	10780
bedacht	10779
tegenhouden	10760
vermoordde	10758
nachts	10756
vertrokken	10748
knul	10737
engels	10721
start	10711
favoriete	10710
persoonlijke	10709
bepaalde	10688
sommigen	10681
yeah	10679
momentje	10670
medische	10658
sexy	10644
burgemeester	10640
lee	10638
officier	10624
kussen	10594
date	10579
ster	10577
gezocht	10564
captain	10554
wezen	10549
roep	10535
details	10531
zomer	10498
dikke	10496
ruikt	10495
eigenaar	10493
motor	10491
universiteit	10490
hielp	10488
kus	10478
luistert	10475
gegevens	10472
claire	10471
beveiliging	10458
nagedacht	10457
lisa	10455
gekozen	10453
betaalt	10444
betekenen	10435
verborgen	10430
publiek	10413
carrière	10408
tanden	10394
amy	10386
rapport	10384
super	10321
vrije	10319
geheimen	10305
opeens	10303
afgesproken	10293
beest	10293
halve	10286
rijdt	10280
belangrijkste	10254
kamp	10229
leef	10218
washington	10209
steun	10203
afdeling	10191
honderd	10188
vorig	10166
rook	10164
boel	10160
vecht	10159
strand	10139
jason	10134
magie	10125
oplossing	10113
type	10088
rusten	10084
droeg	10073
wellicht	10071
beelden	10067
genaamd	10052
terugkomen	10051
voeren	10043
waardeer	10042
nauwelijks	10026
bad	10025
bieden	10014
geïnteresseerd	10007
verlaat	10001
duivel	9993
overkomen	9961
speelde	9958
pond	9919
ballen	9908
duizenden	9908
gedoe	9906
city	9905
nerveus	9900
locatie	9870
blik	9863
doelwit	9861
gekke	9847
meegemaakt	9843
twintig	9813
emily	9812
klant	9809
kerels	9803
loog	9793
aangevallen	9786
oren	9786
post	9786
emma	9773
springen	9759
gevolgd	9756
releases	9732
lach	9731
ontmoette	9730
zwak	9721
engeland	9705
ziekte	9704
sterren	9699
kyle	9697
trekt	9691
toilet	9686
steen	9678
logisch	9674
geloofde	9673
landen	9673
fouten	9644
verwachten	9637
leo	9613
dankbaar	9586
veroorzaakt	9580
duizend	9579
wow	9577
aangedaan	9574
andy	9572
jury	9566
verslaan	9565
vangen	9551
christus	9545
maria	9544
testen	9541
grens	9538
paniek	9534
nogmaals	9522
telefoontje	9518
steken	9512
jesse	9502
pete	9489
ontsnapt	9488
herinnert	9478
paarden	9467
vaders	9464
theorie	9461
kleur	9459
prins	9457
vissen	9451
bron	9445
lid	9442
drank	9440
vergadering	9433
gebleven	9432
meerdere	9432
ondanks	9431
machine	9429
moeders	9429
signaal	9418
geslapen	9412
lijden	9412
stappen	9407
carter	9401
eeuwig	9398
vreselijke	9395
km	9386
matt	9377
dik	9368
doodde	9368
verkoop	9362
rechtbank	9346
harde	9341
genezen	9340
begrafenis	9310
veld	9309
straf	9300
uitgenodigd	9284
laag	9281
grace	9278
kies	9275
wiens	9265
schattig	9263
william	9263
schot	9251
vijanden	9246
neuken	9240
broers	9227
jagen	9224
tevreden	9218
gaven	9217
taart	9211
domme	9200
flat	9178
manieren	9175
afmaken	9163
vriendelijk	9158
san	9157
sterker	9154
vluchten	9150
pers	9149
project	9142
st	9134
vertrekt	9132
belang	9130
frankrijk	9130
lukken	9119
geschoten	9109
prinses	9099
zwaard	9096
aandoen	9094
arthur	9089
annie	9088
makkelijker	9084
gedragen	9074
bende	9073
ernstig	9072
gezond	9062
jouwe	9051
vingers	9044
las	9042
arresteren	8994
tuin	8993
ideeën	8991
korte	8979
gelaten	8970
sean	8969
duitse	8960
opstaan	8950
vrijdag	8950
kunst	8944
sterke	8944
afscheid	8934
menselijke	8924
minister	8920
clark	8919
coach	8916
verboden	8915
kelder	8887
gezelschap	8871
bijvoorbeeld	8849
achtergelaten	8846
compleet	8844
duur	8844
eng	8838
to	8838
toeval	8836
snapt	8831
hiervan	8829
miljoenen	8826
jerry	8815
simon	8815
war	8809
kelly	8804
melk	8804
lui	8800
genieten	8798
aannemen	8786
uitstekend	8782
tegenover	8781
dichterbij	8780
chicago	8779
kocht	8779
stuurt	8772
volle	8752
schijnt	8742
lenen	8727
moed	8710
alice	8691
vergissing	8686
patiënten	8673
toon	8668
normale	8667
broeder	8663
kaarten	8662
films	8638
reizen	8635
ruim	8635
herinneringen	8632
gedachte	8621
saai	8610
joey	8607
roken	8605
truck	8586
gaaf	8584
tegenwoordig	8571
kwestie	8570
zette	8563
gaande	8560
opzij	8560
omgeving	8551
kip	8548
verstopt	8545
leerde	8542
vanochtend	8541
kast	8535
officieel	8533
aanbod	8527
sms	8520
vernietigd	8511
verliest	8508
menselijk	8502
contract	8494
lady	8489
mooiste	8485
flink	8483
majesteit	8483
cia	8480
carl	8479
sukkel	8473
stopte	8467
haalde	8465
verdiend	8464
genoegen	8447
senator	8439
buren	8438
alan	8434
internet	8430
vloer	8424
zwemmen	8423
bedoeld	8421
taylor	8421
opgesloten	8420
ontslag	8411
bekijk	8401
borst	8399
schreeuwen	8397
bevalt	8395
hoger	8394
blanke	8384
redenen	8376
harder	8373
ed	8372
ontvoerd	8364
vasthouden	8364
dave	8356
lucy	8355
behandelen	8345
berg	8342
noorden	8336
opgeven	8330
bepaald	8319
spelletje	8310
maatje	8302
daardoor	8296
omstandigheden	8288
opgelost	8281
heus	8275
koken	8275
vingerafdrukken	8269
trut	8266
eenvoudig	8264
hiervoor	8262
stukken	8255
tent	8255
pauze	8254
raden	8254
roepen	8252
leugenaar	8239
bek	8238
alarm	8233
vervangen	8233
interesse	8232
talent	8232
bereikt	8230
amerikanen	8218
kanker	8210
ted	8210
aangezien	8202
beslissen	8201
des	8200
rose	8194
cadeau	8187
mexico	8176
kerst	8173
louis	8172
invloed	8156
geheugen	8155
station	8147
doorheen	8142
vogel	8140
verantwoordelijkheid	8136
pillen	8135
rome	8132
diner	8131
besluit	8129
vlug	8124
deuren	8108
woonde	8105
west	8101
huh	8099
verstand	8091
moeilijke	8090
juffrouw	8087
bescherming	8078
quality	8065
stilte	8058
